,0
581,وہ دوسری گاڑی میں جا رہے ہیں وہ اپنے باس کو فرہاد علی تیمور کی ٹیلی پیتھی کے متعلق بتا رہے ہیں ان کے بقول اس کے دماغ میں بھی پہنچ سکتی ہوں بہت
582,اس کے لب و لہجے کو اچھی طرح ذہن نشین کر لو ابھی اس کے پاس جانے کی ضرورت نہیں ہے اور علماء کے پاس پہنچ جاؤں گا وہ کس حال میں ہے
583,یہ جانتے تھے کہ کسی نہ کسی طرح فرہاد کا اس بات سے کوئی تعلق ہے لفظوں سے کوئی نقصان نہیں پہنچا سکتے تھے
584,کی گئی تھی کہ ظہور سے سوتی کپڑا گنوایا جائے وہاں سے غم لے آئے تھے وہ اسے طرح طرح کی دھمکیاں دی تھیں اور وہ مسکراتی رہی تھی
585,اس وقت زندگی کا بیٹا پارس تمام دشمنوں کی نظر میں ہے میں یہ بات نہیں ہر پہلو پر توجہ دیتا ہوں اپنا کام کروں گا
586,نہیں کرنا چاہتے ہیں انہوں نے مجبو ر ہوکر اسے والوں کے ساتھ میں رکھ لیا سختی دھمکی دی اگر وہ اپنی حرکتوں سے باز نہ آئی تو گولی مار دی جائے گی
587,کو مجبورا چپ رہنا پڑا اور انہوں نے اسے کرسی کھینچ کر دیا اس سلسلے میں صرف ایک شخص صبح کو مخاطب کر رہا تھا اور رسول بھی کے متعلق پوچھنا
588,سب اپنی خیریت چاہتے ہو تو مجھے آزاد کرتا ہوں ورنہ ٹیلی پیتھی کی زنجیروں میں جکڑے جانے کے بعد تم لوگوں کو رہائی موت کی صورت نہیں ملے گی
589,اس نے پھر سوال کیا تم روتی کپڑا بتا دو یا پھر اس کو ہم سے کب قائم کرے ہم ان کے کام آنا چاہتے ہیں ہم نہیں چاہتے
590,میں نے کہا وہ لڑکی اگرچہ میرے خلاف کیوں ٹھیک ہے اپنا فرض پورا کر رہی ہے جی نکلے سے کہو اس کی کلائی کو نقصان نہ پہنچے
591,پاکستان کی سر سے پاؤں تک لے جانا چاہتے ہیں سب عطا نے کہا تم سب ب**** کر رہے ہو میری زندگی کے متعلق کچھ نہیں جانتی
592,افراد نے بھارتی فوج کے افسران کو میرے آگے بے بس کردیا تھا اگر وہ موجود نہیں ہے تو تھوڑی دیر بعد آ جائے گا اور اس کے بعد تم لوگوں کا جو حشر ہوگا
593,دیتا ہوں کہ اس کے دونوں ہاتھوں کو رسیوں سے باندھ کر اسے اونچی چٹان سے لٹکا دو اور نیچے طب میں کھولتا ہوا پانی رکھو اور کھولتے ہوئے پانی میں اس کے پاؤں پر
594,تو پھر آئینگے پانی کے نیچے آج روشن رہیں گی جس سے پانی کا درجہ حرارت بڑھتا رہے گا ہم دیکھیں گے کہ اس کی قوت برداشت کتنی ہے
595,قائم کرنے کیا ہوگا تھوڑی دیر بعد وہ واپس آ گیا پھر اس نے اپنے ساتھیوں کو بتایا کہ جو سزا اس بات کے لئے تجویز کی گئی ہے اور اس پر عمل کیا
596,اس کے دونوں ہاتھوں کو باندھ کر چٹان کی بلندی سے لگانے کے لیے ضروری تھا کہ پہلے اسے کرسی سے آزاد کیا جاتا انہوں نے یہی کیا
597,دنیا میں ایسے لوگ بھی ہیں جن کے دونوں ہاتھ رسیوں سے باندھ دیا جائے تب بھی وہ گاڑی سے لڑتا ہے
598,اور اپنے سامنے آنے والوں کے چھکے چھڑا دیتے ہیں زمانے تو بچپن ہی سے مارکیٹ کی تربیت حاصل کی تھی اسی کرنے والوں نے پہلے تو اس کے دونوں ہاتھ
599,بہترین علماء کے قدموں کی طرف مائل کیا تاکہ وہ ہماری جگہ کھڑا ہو جائے لیکن اس کے ساتھ ہی وہ فضا میں چلی اور ایک برائی کرنے والے کی سب سے بڑی
600,بس ایک بار کسی نے پر لعنت پڑی تھی دوسرے رول فائر کر سکتے تھے لیکن زبردست کس سن میں کس جگہ ہوتی ہے یہاں
601,بھول جاتے اب بھی ہوشیار رہے تھے ایک شخص کے ہاتھ سے اور کر فضا میں پھر کیا کرنی جانے سے پہلے سوال کے بدلے ہاتھوں میں پہنچ گیا تڑپ
602,کی اندھا دھند فائرنگ ہوئی اس نے بھی جان بوجھ کر قدموں کی طرف ہی گئی تھی تاکہ وہ سب دہشت زدہ ہو کر منتشر ہو جائیں یا نہ دینے کے لئے مختلف علاقوں کی طرف بھاگ
603,کی گئی تھی کہ اسے نقصان نہ پہنچایا جائے البتہ مجبوری کی حالت میں کسی حد تک زخمی کیا جائے تاکہ وہ جدوجہد کے قابل نہ رہے تو وہ
604,زخمی کر سکتے تھے لیکن جب انہوں نے اس کا موقع نہیں دیا جانا اس کے ہاتھ میں روعاتی فائرنگ ہوئی تو سب بوکھلا گئے وہ سوچ بھی نہیں سکتے تھے کہ یہ لڑکی غلط
605,اب چلی گئی تھی یعنی وہ صرف ایک سرے سے دوسرے سرے تک نہیں کیا تھا بلکہ دنیا کی شاہ نکلی تھی ایک شخص اللہ کے پیچھے تھی جس میں سے گزرے
606,اگر وہ کہیں دوسری جگہ نکل سکتی تھی یا ایسا بھی ہوسکتا تھا کہ شمار کی مختلف شاخوں سے گزرتے ہوئے اس کے پیچھے پہنچ جاتے ہیں اس لیے وہ پہلے وہاں سے ہٹ کر ادھر
607,ہیلو پر بات کر رہے تھے جب وہ ہر طرح سے مطمئن ہوگئے تو سونیا نے کہا اب میں پندرہ منٹ کے بعد فوراً سے نکل گئی جس میں نے کہا مردان 15 مئی
608,افطاری کی تھی اب دو گولیوں کو بڑی احتیاط سے خرچ کرنا تھا وہ ان چٹانوں کے درمیان پہنچ کر بیٹھ گئی جدائی کے بغیر پڑھنے لگیں
609,سکھا کر سیا کر جائیں یا کمزور پڑ جائیں تو ہاتھ ہو جائیں دشمنوں کے ساتھ ایک مجبوری یہ تھی کہ اسے کھول کر للکار نہیں سکتے تھے
610,مفتی اس نے اپنی جگہ سے چیخ کر کہا تم اتنے گدھے ہو تو تمہارا سفر ایسا زبردست کرنا ہوگا دور تک جاری ہے
611,میں تمہارے ساتھ وابستہ ہونے کے دوران بے ہوش نہیں تھی میں نے تم سب کی بات سنی تھی تمہارے آدمی جو گاڑی واپس لے کر گئے ہیں وہ پولیس اسٹیشن میں ہے
612,اور انتظار کر لیجئے میرے آدمی ہوٹل میں پہنچنے والے ہیں اور ان دونوں سیکرٹ ایجنٹ دودھ پیتے بچوں کو اٹھا کر نہ چلے جائیں گے
613,کی گولیوں کا حصہ رکھا ہے ہمارے پاس سے دو گولیاں ہیں تم ہمارا کچھ نہیں بگاڑ سکو گی ہم پھر تمہیں سمجھ آتے ہیں
614,حکومت نے اس کی بات کاٹ کر کہا مجھے کیا سمجھاؤ گے میں تو چاہتی ہوں کہ یہاں پانی کی آواز دے رہا ہے تم لوگوں کی باتوں سے یہ بھی معلوم ہوا ہے کہ بھرپور ان پارٹیوں سے صرف
615,قیمت میں مسلسل فارم پر مجبور کروں گی وہ دو چٹانوں کے درمیان سے محتاط انداز میں نکلیں اس کے ہاتھ میں سرور تھا دوسرے ہاتھ میں کٹی ہوئی
616,کسی مقام پر ہوا تھا وہ بھی پہلی چٹان کے پاس آئی اس کے ماتھے کی چٹانوں کے پیچھے دشمن چھپے ہوئے ہیں اس نے ایک جگہ بھی چرسی کے حلقے کو بھی
617,اس لئے وقت کتنی گولیاں چلنے کی آواز آرمی کو دی گئی جب یہ آواز کم ہوئی تو صبح تک اپنی کہانی سنائی دیا
618,کیا چکی تھی کہ بے اختیار فائرنگ کرنے پر مجبور کروں گی ایسے تم اچھے اور دکھا سکتی ہوں مگر افسوس کے اس کا موقف
619,دیوتا ایپیسوڈ 103
620,ستاروں کی چال پہلے سے آگاہ کرتے انسان کا قدم قدم پر پہلا بٹھاتے خطرے کا الارم لگا دے اپنی حفاظت کے لیے اختیار استعمال کرے
621,لیکن موت نہیں چاہتی وہ آتی ہے اور مسلط ہو کی جاتی ہے کہ جلدی سے ہاتھ بڑھا کر پنڈی نے پرنسپل کو نکال لیا اور 8
622,بن گیا ہو کیا اس طرح خوفزدہ ہونے سے بچ جاؤں گا ہرگز نہیں مجھے جی داری سے مقابلہ کرنا ہو گا اپنی زندگی کے لیے جدوجہد
623,نہ ہوگی جب تک میرے ہاتھ آگیا پھر میں کیوں بن گیا ہوں میں اس طرح نہ کر سکتا ہو اس نے نظر کے دستے پر اپنی گرفت مضبوط کی
624,اپنے اوپر چھپنے والا ہو دوسری طرف وہ بلا خاموش تھی ہنسی نکل گئی تھی کہ پہلے اپنے دستے کو تھام رکھا تھا پھر خنجر کو مضمون کالا جوہر
625,جائے تو چمکدار بال اس کے ہاتھ میں تھا اور اندر کے حصے یوں نکلا جیسے تیر کمان سے نکلتا ہے اور سلسلہ وار کر کے سینے میں ٹھیک دل کی جگہ پرتوکیا
626,مجھے قتل کرنے میں ناکام رہے جبکہ انہوں نے کوئٹہ کے تمام مسلم محافظوں کو ٹھکانے لگا دیا تھا سے بھی گزر کر آگئے تھے مجھے اس دیا
627,قسم نبھانے والی لڑکی پر غصہ آیا اور یہ کل بھی ایک اہم تقریب کے لکھے کو نہیں بچا سکتے جو ہونی ہے وہ رہتی ہے یہ پیشن گوئی تو بہت پہلے
628,آپ کیا پوچھ رہی ہے میں تمہارے دماغ کو پڑھ رہی ہوں پتہ چل رہا ہے کہ موجودہ منصوبے سے مطمئن نہیں ہوں ابھی تمام پلاننگ کے دوران بے چینی اور کچھ نہیں میں
629,منی پیدا کرنے لازمی ہو گئی تھی میں نے ڈرائیور سے کہا مجھے اس سفر میں کے بنگلے میں لے چلو وہاں میرا پہنچنا ضروری ہے گاڑی میں بیٹھ گیا
630,ہم اندھی طوفان کی طرح زمانہ ہوئے ڈرائیور کو گاڑی چلانے میں خاصی مہارت حاصل تھی اس کے علاوہ رات کا ایک بجا تھا سڑکیں تقریبا ویران تھی اس لئے ہم
631,میری بیٹیاں تھا پھر اٹھا کے اس بند گاڑی میں ڈال آئے تھے جب میں وہاں پہنچا تو اچھی طرح بنگلے کے اندر صفائی کر دی گئی تھی میں نے کہا تم نے جو کیا
632,اچھا نہیں کیا تم نے اپنی ضد پوری کی اپنے محبوب سے کی جانے والی زیادتی کا انتقام لیا یا پھر میرے احسانات کا بدلہ چکانے کے لئے میرے کام آنا چاہتی ہو
633,اس کرتی رہی ہیں یہ پرانی تمہیں نہیں کر رہی ہوں میں ذرا سوچنا چاہتی ہوں مجھے ایک منٹ کے لئے تنہا چھوڑ دو میں ایک منٹ کے بعد آؤں گا
634,دونوں ہاتھ اپنے سینے پر رکھ لئے جیسے فرمابرداری کا وعدہ کر رہی ہو میں نے اس کے شانے پہ ہاتھ رکھ کر حوالے سے ٹپکتے ہوئے کہا کوئی بات نہیں میں تو
635,اس سے ناراض نہیں ہوں اچھی باتیں سمجھ آ رہا ہوں اب یہاں سے جاؤ پھر میں نے دو نوجوانوں سے کہا میں اپنے کمرے کا دروازہ بند کرتا ہوں تم سے پوچھوں
636,علی کمرے میں بیٹھی ہوئی تھی جو استعمال کے قابل نہیں تھی وہ اٹھا کر پھر میں کی خاک میں ملایا چلو بیٹری کی جگہ سے رکھا اس نے تمام تر منسلک
637,پھر پرانی بیٹری کو بنگلے کے باہر لے کر آیا ایک جوان میرے اگلے حکم کا منتظر تھا میں نے کہا اسے اپنے ساتھ لے جاؤ اپنے بندے کے آس پاس
